,昵称,时间,评论
368,y1****y,2019-02-18,"公园不大, 鸟类很多, 还有各种互动"
369,zixianyiyi11,2019-01-21,"值得一看, 特别是百鸟飞歌, 火烈鸟, 仙鹤, 天鹅, 大雁, 空中与天空交织的一场立体画面太壮观了, 简直让人恍若身临仙境"
370,M40****603,2019-07-26,"个人感觉飞鸟乐园比野生动物园好玩, 人不是太多, 表演挺多也不用抢座, 孩子也喜欢, 玩了大半天也不累, 喂火烈鸟特别推荐"
371,嘟嘟一家嘟嘟妈妈,2019-02-15,去过野生动物园就不用去这里了
372,_WeCh****817649,2019-02-03,"带孩子慢慢玩可以玩一天, 性价比高"
373,205****970,2019-07-17,"飞鸟乐园里听动物知识大讲堂, 体验喂动物, 触摸, 观察, 合影, 都成为孩子们难忘的体验和回忆, 愉快, 愉快, 愉快"
374,lindachan22,2019-09-01,"还可以, 是带孩子出门学习的好地方, 环境优美, 生态宜人, 是旅游的好地方"
375,M54****029,2019-07-28,"小童票和在现场买是一样的价格, 只是不用排队, 但是飞鸟乐园人不多, 听滴滴师傅说是原来的鳄鱼乐园改成了飞鸟乐园"
376,门头沟巴德,2019-02-12,孩子很喜欢主要以鸟类为主
377,m28****7918,2019-02-10,"可能是园区交通不是很方便, 所以游人相对较少, 园区能近距离观赏各种珍稀鸟类, 工作人员服务态度很好, 值得游玩"
378,M61****988,2018-08-13,"各种各样的鸟类, 居然还有鳄鱼, 几个表演没有全部看到, 为了赶时间看, 点的马戏, 有些遗憾, 不过最喜欢鹦鹉, 种类多, 女儿还体验了喂食鹦鹉, 玩得很开心"
379,M32****2292,2019-08-16,"虽然有点热, 但周围有很多吃的地方就是不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错的地方"
380,M22****2086,2019-06-08,"太远了, 不过比想象中好, 比较悠闲, 带着学前儿童比较适合, 里面的饭虽然贵, 但份量很足, 年前去人不多挺好的"
381,M11****539,2019-03-19,"这次亲子旅行的第一站, 第一次看这么大规模的飞鸟园, 飞鸟表演真的很震撼, 联系规划好游玩路线, 每场都不错过"
382,ste****12,2019-08-20,"还是不错的, 价格比较实惠, 小孩子喜欢这个地方, 比较推荐带小孩的去玩哦"
383,_CFT0****7494,2019-08-12,"这次飞鸟非常精彩, 很多珍稀的鸟类, 小孩也很喜欢, 感觉来这里很值的希望可以下次再来一次感受大自然的壮观"
384,M22****7061,2019-02-07,"取票很方便, 寄存行李免费, 很人性话, 个人感觉比野生动物园好很多, 有爬行动物馆, 夜行馆, 鳄鱼岛, 河马池, 正赶上河马喂食, 看到河马王太能吃了, 特喜欢吃南瓜, 儿子很喜欢看, 午餐也比野生动物园便宜一半, 挺好, 还有各种鸟类, 品种多样"
385,M24****631,2019-04-16,"飞鸟乐园的确不像长隆亲生的, 人很少, 一度以为包场了, 百鸟飞歌真的很美, 尤其是火烈鸟集体出来的时候, 鸟类和小型动物多, 适合小一点的宝宝"
386,E33****71,2019-02-11,"高性价比, 无论是门票还是里面卖的东西价格都比野生动物园便宜很多, 动物也不少, 还有表演看, 很有趣"
387,M25****8896,2018-10-04,"还不错, 以为很小, 但却在里面累死, 出不来的好玩"
388,Jane悟空,2019-01-30,"地铁会江出等免费巴士到园区, 算了一下巴士大约, 分钟一趟, 园区里面值得一去"
389,_WeCh****03506,2019-02-19,"园子设计的很人性化, 可以非常近距离接触动物, 各种互动活动很丰富啊是个休闲的好地方"
390,水中鱼,2019-05-02,"还不错, 喜欢飞鸟表演"
391,y****fe,2019-02-16,"非常值得去的一个景点, 动物表演一个接着一个, 鹦鹉, 朱q, 丹顶鹤, 河马, 数不尽数, 非常可爱, 尤其是孩子们, 大人也觉的很新奇, 想把所有表演都看遍太赶了, 也很累, 得提前做个取舍, 个人建议湿地精灵秀和百鸟飞哥值得推荐"
392,ji****_qd,2018-06-17,"各种蜥蜴和变色龙是孩子的最爱, 饲养员个个, 对于孩子提问不厌其烦的有问必答, 在饲养员的陪同下孩子可以轻触蜥蜴, 鳄做剧很坑, 表演中会要观众捐钱, 鳄鱼湾喂鳄鱼很过瘾, 虽然小贵看到鳄鱼跳跃咬食物也很过瘾, 还有喂小羊小鸡鹈鹕等价格也合计, 还会再来"
393,花花1981,2019-02-10,"这里非常不错, 种类很多, 各种表演活动非常震撼, 门票还便宜, 非常适合带孩子玩儿"
394,_WeCh****435653,2019-07-10,"真有意思的地方, 带孩子来呆大半天刚好"
395,cheqix,2019-05-12,"性价比很高, 动物表演很精彩, 孩子喜欢的小动物很多, 还能零距离接触, 体验感不输长隆动物园, 很不错, 性价比"
396,M30****144,2018-10-03,"适合一家人游玩, 园区内环境优美, 就是吃的方面有点不足, 不过总的来说还是挺好的"
397,卡卡0916,2019-02-13,超棒
398,_WB1****291,2019-08-28,很有意思
399,M22****0467,2019-02-10,"特喜欢, 互动很强的公园, 比野生动物园好玩, 带幼儿园的小朋友玩非常合适"
400,158****9560,2019-06-01,"不怎么样, 不值得去, 到处都是喂食"
401,vanhel,2019-05-11,"鸟类很多, 还有鳄鱼可以看, 就是园内的食物相比野生动物园, 比较一般"
402,M23****3277,2019-06-15,"一家四口之旅, 增长见识, 见多识广, 非常棒的主题乐园, 还会再来哦"
403,Zhangjch,2019-02-21,"其实表演并不好看, 建议进去按照自己的节奏一路看, 不然赶的要命"
404,liuli****0727,2019-01-24,"坐摆渡大巴车去的路上, 本来对这里不抱希望, 没想到这里这样好, 环境非常好, 鸟语花香, 还有很多人工讲解鸟类的习性, 态度也都很好, 真的是很不错的地方, 只可惜下午要去珠海, 不然应该溜达一天"
405,ZT15****0256,2019-05-31,
406,张照片故宫,2019-06-27,"一个看鸟的好去处, 而且有专门的巴士在地铁口接送哦, 非常贴心"
407,M27****1794,2019-08-06,"园内环境干净整洁, 服务生服务热情好客, 鸟语花香, 仙气飘飘"
408,王晶a,2019-03-27,"虽然长隆动物园名气很大, 但是我们都更喜欢飞鸟园, 明天准备再去一次"
409,kenzhao,2019-02-11,"票价比较便宜, 表演非常好看, 儿童拓展区也很好玩, 推荐"
410,M40****599,2019-08-29,"品种很多, 表演也很精彩, 很值得小朋友们去学习"
411,E37****31,2019-07-21,"百鸟飞歌很值得一看, 鸟类品种很多, 还有很多科普知识"
412,118****521,2019-02-19,"春节期间, 长隆野生动物世界人满为患, 反倒第二天在飞鸟乐园, 孩子们充分享受了与小动物近距离接触的机会, 除了鸟类, 这里还有很多别的动物, 还在儿童乐园玩儿的不亦乐乎, 舍不得走"
413,M13****46,2019-01-31,"非常好, 小孩能近距离接触小鸟, 也看了好多鸟类和表演"
414,M25****7901,2019-02-25,"飞鸟乐园其实挺好的, 就是去的人不多, 离长隆比较远"
415,M53****419,2019-01-15,"好开心, 假期好去处, 陪孩子去的, 玩到不都不想回家"
416,wuliang20050301,2019-06-15,"很多小动物, 又可以看表演, 小朋友最喜欢去的地方"
417,_WeCh****15215,2019-02-13,"总体不错, 表演很好看, 有六场, 要规划好时间"
418,134****4671,2019-02-10,"带小朋友的好去处, 环境很干净, 表演也很精彩"
419,长鼻大象,2019-08-16,"人很少, 环境很好, 很休闲, 能远离人群的景点"
420,张照片故宫,2019-07-17,"取票很方便, 有专门接送的大巴, 园区还可以"
421,_WeCh****361922,2019-06-20,"鸟类很丰富, 表演很好看, 适合带着孩子的去看"
422,M25****7901,2019-02-25,"飞鸟乐园挺好的, 离长隆比较远, 去的人不多"
423,159****7337,2019-02-12,"鸟种类多, 表演精彩, 工作人员很热情有爱"
424,M30****1677,2019-02-11,"还可以吧, 如果时间充足可以带宝宝去看看"
425,食行天下旅行家,2018-10-10,"飞鸟乐园不在长隆旅游度假区内, 从长隆酒店门口坐度假区内的接驳车需要大约, 分钟左右到达, 这个乐园的前身是鳄鱼公园, 现今发展为以展示各种珍稀鸟类生态为主的湿地公园, 去的时候虽然是平日, 但是里面人很多, 主要是有很多学校的孩子在老师的带领下过来参观, 飞鸟乐园里有很多珍惜的湿地鸟类, 光仙鹤就有丹顶鹤, 黑颈鹤, 白枕鹤等六种之多, 还有火烈鸟, 鹈鹕, 鹦鹉, 鹰, 天鹅, 孔雀等鸟类和象龟, 巴西龟等一些两栖爬行动物, 另外作为原来的鳄鱼公园, 这里的湿地里还有大大小小的许多鳄鱼, 这里的鳄鱼都是散养在水里, 游客可以在栈道上租个鱼竿, 把肉穿在绳子的一头, 放到水面上喂食鳄鱼, 这里的专场表演很值得一看, 特别是以展示乐园里各种主要鸟类的百鸟飞歌和展示训鳄员与鳄鱼互动的鳄作剧最为精彩, 这两个表演都是上下午各演一场, 所以一定要留意园区的表演时间表, 总体来说感觉很不错, 乐园里面餐厅很多, 选择多样, 鸟类数量多品种多, 品质也好, 还有一些关于鸟类和爬行动物知识的讲解和介绍, 寓教于乐"
426,存珙,2018-10-04,"进门的右手边有本园地图哦, 可以寻着地图上孩子喜欢的动物逐园观赏, 动物表演每天都有固定时间表演, 鳄作剧, 百鸟飞歌, 飞鸟奇域, 湿地精灵秀等建议安排好时间来观看, 其实这个园区不大, 半天时间仅够哦, 园区里的鸟里都是散养的, 没有任何笼舍, 跟野生动物园一样, 都是科普类园区, 教育孩子们如何爱护, 保护动物, 整个长隆的保育工作是国内很多公园所不能比拟的, 园区的动物宝宝们都好多, 且在小动物乐园前方有很多育幼室, 小鳄鱼, 小鸸鹋, 小鹈鹕不仅有蛋, 还有好小在温箱里的宝宝, 园区的鸟, 鳄鱼, 河马, 小羊, 小鸭等都可以购买食物投喂, 价格比野生动物园便宜些, 大多数都是, 元, 景区内环境也不错哦, 鸟语花香, 有人工制造热带雨林的水雾, 水池是建在路边的, 有大人还孩童两种高度, 卫生间内也是没有异味的, 交通也不错哦, 园区门口有通往长隆和地铁站的免费乘坐大巴士, 且有班次时间, 大家一般都是有序乘车的, 整个游园过程, 我们家的小家伙都没抱怨累哦, 一个劲夸赞小动物们很棒, 说她长大以后会再次带我来长隆玩, 窃喜, 真的是值得带孩子来科普爱护动物的园区"
427,M28****3230,2018-08-08,"很棒的一个地方, 度的天气园里随处有喷雾降临, 不会很热, 不经意间你会发现各色鹦鹉在你旁边的树上, 服务人员会为你讲解, 百鸟飞歌很棒, 驯兽师好厉害, 及时奖励鸟儿们, 鹈鹕好多, 果汁较动物园便宜十元, 天鹅投喂较动物园便宜十元, 一个下午可逛完"
428,300****709,2019-07-15,"小孩很高兴和鹦鹉玩耍, 动物表演很精彩"
429,_WeCh****00561,2019-02-09,"工作人员热情, 旅途愉快, 期待下次再去"
430,150****7555,2019-02-09,"景区比较大, 鸟类种类繁多, 有机会再去"
431,e31****39,2019-07-29,买贵了
432,M96****27,2019-07-17,"很棒, 百鸟表演非常棒, 孩子玩的很开心"
433,_WeCh****754525,2019-06-14,"超级赞值得一看, 环境也好, 舒服, 宽敞"
434,_WeCh****686759,2019-02-10,"不枉此行, 有很多的鸟都没有见过, 超值"
435,_WeCh****588525,2019-08-18,"网上提前预购, 凭码取票不是身份证"
436,M25****9630,2019-07-18,"好玩, 小朋友开心"
437,yuxixiaojunchao,2019-02-13,"非常值得去, 朱q和火烈鸟非常漂亮"
438,136****2792,2019-02-10,"比官方价格便宜些, 有优惠, 不错不错"
439,CTbear,2019-02-12,"不错, 值得推荐, 来广州必去之地"
440,y****19,2019-02-09,"性价比很高, 孩子很喜欢, 非常满意"
441,ze****dl,2019-02-09,"取票很方便, 比现场买票还便宜一点"
442,ze****dl,2019-02-09,"取票很方便, 比现场买票还便宜一点"
443,M30****639,2019-02-08,"好玩, 一年来一次, 广州很好, 喜欢"
444,赵锋利南携绑定号,2019-02-02,"很好, 小朋友很喜欢, 期待下次再去"
445,峰哥不是我,2019-08-24,"环境好, 人不多, 降温措施好, 推荐"
446,201****569,2019-08-23,"很多鸟是孩子们平时见不到的, 不错"
447,M19****586,2019-08-07,"适合比较细的小朋友, 愉快的一天"
448,M34****8235,2019-08-07,"好, 小朋友很开心哦, 推荐去玩啊"
449,daj****hao,2019-06-20,"非常好, 取票省时方便快捷, 推荐"
450,_WeCh****54381,2019-09-01,"非常赞, 有下次, 老少咸宜, 不错"
451,冉冉,2019-08-29,"时间紧, 有的没玩到, 下个假期见"
452,_WeCh****572285,2019-08-13,"跟以前一样很好玩, 崽崽很喜欢"
453,StanIry,2019-06-15,很适合小朋友了解动物的好地方
454,M57****775,2019-01-21,"非常好, 很多表演, 很值得一看"
455,288****543,2019-04-04,"服务很好, 减少了排队的等候, 非常方便, 价格也便宜不少, 下次继续在这里买, 游玩很开心, 儿子很高兴, 老婆很高兴"
456,136****1089,2019-04-11,"值得推], 尤其表演非常有趣味, 有很多小游锉硌菀灿写篪B表演, 去^状瘟, e面有些f了, 有希望的r候δ切┠窭嘤坌囊稽c"
457,DanmengLu,2018-08-25,"带孩子看看还是很不错的, 都是比较特殊的鸟类哦"
458,先苦后辣,2018-08-15,"很适合带宝宝来玩, 鸟的品种很多, 从大到小, 演出很精彩, 美中不足的是里面东西太难吃, 而且价格贵"
459,_WeCh****2266,2018-08-20,"这里离长隆野生动物园, 公里, 从那里可以在动物园南北门坐摆渡车过来, 也可以在地铁会江站坐摆渡车过来, 园区不大, 游人不多, 趣味性强, 从, 点开始一个节目接一个节目, 时间安排好, 孩子非常喜欢, 特色项目, 船游湿地, 这个项目不包含在门票里, 大小同价, 一位, 喂食鹈鹕和天鹅需要另买食物, 鹈鹕, 天鹅, 元, 其他动物喂食也有, 大概, 元左右, 虽说孩子每种动物都想喂, 但是挑个两三项完全没问题, 园区还有一个儿童区和小动物区让孩子玩耍, 总的来说, 体验非常不错, 如果有专业拍照的家人通行, 一定能拍到好照片"
460,两只喵星人,2018-08-26,"里面有个湿地精灵馆, 有些动物比较细, 加上动物有保护色, 我找了很久都未找到动物躲在哪个角落, 但小朋友好享受这种找动物的感觉, 园区里有很多场动物秀, 小朋友也是比较喜欢看的, 还有喂养动物都挺有趣的"
461,150****7555,2019-05-10,"景点不错, 表演不错, 有机会再去"
462,wanlilucy,2019-04-16,"单独出来比之前要好很多, 动物很多, 表演也不错"
463,范有财135,2019-02-11,"带孩子玩的非常开心, 错峰出行比较不错"
464,findtwo,2019-02-14,"长隆的都比较好玩, 就是价格小贵, 性价比不高"
465,D11****879,2019-05-03,"带娃去玩很好玩, 就是太晒了, 飞鸟表演很震撼"
466,Uyan,2019-05-25,"鸟的种类繁多, 有熟悉的, 也有不熟悉的"
467,邦德,2019-05-03,"鸟类非常多, 绿化很好, 鸟类表演节目震撼"
468,_WeCh****944010,2019-05-27,"很值得去, 门票便宜, 人少, 园区项目也挺多的呀, 孩子玩的开心, 最重要是找到了一间非常好的酒店给孩子休息, 非常满意的路程"
469,_WeCh****2266,2018-08-23,"值得一去的地方, 喂动物是最大的乐趣"
470,小七月朋友,2019-05-18,"值得推荐, 物美价廉家, 性价比很高"
471,_WeCh****05306,2019-03-01,"非常不错的动物乐园, 虽说是飞鸟, 里边还有爬行动物, 有各种表演, 游乐设施"
472,_CFT0****2715,2018-12-23,"还是挺好玩, 很适合带小朋友去玩"
473,_m13****4898,2019-05-04,"飞鸟乐园正像宣传的, 看鸟飞的地方, 鸟真的是散养的, 让人觉得与突然很亲近, 特别适合小一点的孩子游玩, 总之很值"
474,孟树树,2019-01-30,"非常适合亲子游, 同时学到很多动物知识, 收获很大, 一天时间基本可以畅游, 交通位置还可以, 景区设施也比较齐备"
475,M47****591,2018-10-16,"种类挺多的, 表演也很有新意, 蛇, 蜥蜴, 鳄鱼, 河马等等很多, 就是开车去的路上有点类似于小路, 走的太慢了, 总体来说情况还是比想象中要好的"
476,_WeCh****99310,2019-05-21,"很不错, 虽然离长隆景区远一点, 但是孩子很喜欢, 尤其表演节目, 都比较喜欢, 还有互动, 有小礼品"
477,denise122,2019-01-27,"很好, 鸟的种类很多, 表演也很多, 小朋友玩的很开心"
478,CONSTANC,2018-10-03,"挺好的, 很适合带孩子玩儿, 地方不太大, 但也不小, 个表演项目都不错, 尤其是鳄鱼, 百鸟齐飞和剧场, 很值得看, 十一人也不是特别多"
479,麒麟之神,2019-02-05,"园内景色宜人, 鸟类数量众多, 喂鹈鹕, 鹦鹉, 河马是小朋友感兴趣的事, 可惜的就是冬天不能钓"
480,M29****4146,2019-01-27,"人相对少些, 到处都是树, 鸟儿们一群一群散落在树上, 大部分没有网子或笼子, 感觉很放松"
481,_WeCh****49173,2018-10-03,"感觉不错, 让孩子感受到了很多鸟类的知识"
482,M25****2917,2018-08-15,"说一下飞鸟乐园, 大概是几个园区最偏僻的地方, 如果想看节目最好还是早点去, 第一个节目是, 点钟的, 差不多十一点钟才去, 赶上看百鸟飞歌, 还是很精彩的, 相比野生动物园, 人要少很多, 可以悠闲的逛逛, 几个表演也很精彩, 有互动, 还是很适合小朋友的"
483,Dennisfedeline,2017-11-18,"搭地铁到会江站, 有长隆的专车大巴接送, 这里环境不错, 鸟类, 小动物, 爬行动物等都很生猛活泼, 看得出饲养员有在用心照顾, 检查包包蛮严格的, 避免你带食物进入, 再来, 里头的食物价格不合理, 表演场地太小, 容不下太多人, 整体还不错的, 就是周末假日太多人了, 可谓人比鸟多, 好不热闹, 已经忘记自己是来看人类, 还是鸟类, 再来, 不良家长带着小孩不停拍打玻璃以吸引鸟类的注意, 说好不能投喂, 一群幼儿园老师却, 以身作则, 带领着小朋友不停给鸟类投喂各种食物, 简直是人不如鸟"
484,露小姐爱旅行,2017-09-04,"超好玩的游乐园, 比长隆野生动物园更好玩, 我给有趣的动物们起了很适合他们的名字, 希望他们在园中有个幸福的生活, 人不多, 很多动物都可以近距离接触, 两栖动物馆, 很多奇特的蛇, 蜥蜴, 乌龟和青蛙, 以及很多有趣的鸟, 各种各样的, 最好玩的还是巨嘴鸟, 可以跟巨嘴鸟合影, 巨嘴鸟停在你手上, 距离很近, 太可爱了, 还有很多表演看的, 进园先看节目表, 我看了小猪跳水, 还有鳄鱼表演, 泰国人的表演秀, 很不错的, 强烈推荐的一个游玩之处"
485,M30****4091,2019-02-17,"小型动物园, 主要鸟为主, 河马, 鳄鱼, 羊, 牛, 还有个蛇和乌龟馆, 玩半天还是可以的"
486,亲亲亲亲茜茜,2019-01-14,"几个长隆里面环境相对陈旧的一个, 但是长隆的经营理念都是一样的, 所以还是不错的"
487,M27****0448,2019-04-17,"门口游客中心可以免费寄存行李, 里面有一片儿童游玩拓展区域, 很好玩, 飞行奇域等动物表演都很精彩, 投喂鸬鹚, 鹈鹕, 天鹅, 鹦鹉, 小鸭等动物都是, 元一份, 价格实惠, 小朋友玩的很开心"
488,_WeCh****595787,2019-02-13,性价比很好玩的很开心非常适合孩子们完
489,M46****801,2019-02-17,"提议先去飞鸟乐园, 百鸟飞歌非常壮观"
490,dadypig,2019-01-03,"很好玩, 很多表演, 并且会有各种免费讲解, 学习到了很多相关知识, 餐点有点贵"
491,希望再见,2018-05-24,一家四号带小朋友们过去玩得很开心
492,300****384,2019-01-22,"人类喜欢动物有时候又任性的破坏环境, 鸟类飞翔才是自然的样子, 美得不做作"
493,288****543,2019-04-04,"服务很好, 减少了排队的等候, 非常方便, 价格也便宜不少, 下次继续在这里买, 游玩很开心, 儿子很高兴, 老婆很高兴"
494,M28****7762,2019-01-29,"带着孩子连赶节目再逛, 溜溜转了一天, 孩子很喜欢, 吃喝小贵, 喂动物贵"
495,意大利凌统,2019-04-15,"朋友带着儿子去的, 为了不让同事看到照片都没法, 害得我没法给大家带去更直观的感触, 不过长隆肯定让大家不虚此行"
496,ka****n03,2019-02-06,"第, 次去了, 带外地的朋友过来, 小朋友玩得很开心"
497,Sotto5stelle,2018-12-13,"鸟儿很多, 美得惊艳无比, 百鸟欢歌, 鳄作剧和鹈鹕之家的表演都很精彩"
498,118****426,2019-02-01,"最喜欢的公园, 安静, 服务好, 百鸟飞歌太漂亮了"
499,M56****168,2018-12-27,"非常值得去的地方, 里面还有给小动物们喂奶喝, 飞鸟的表演也特别美丽"
